customer_ID,timestamp,transaction_type,transaction_amount,product_used,customer_tenure,transaction_frequency
20,2024-06-26 00:30:06.771137,transfer,142.73,platinum_credit_card,6,21
20,2019-05-14 00:30:06.771513,deposit,164.87,credit_card,6,21
20,2022-08-12 00:30:06.771513,payment,105.72,personal_loan,6,21
20,2020-09-24 00:30:06.771513,transfer,130.7,personal_loan,6,21
20,2022-11-05 00:30:06.771513,payment,126.42,high_yield_savings_account,6,21
21,2024-01-25 00:30:06.771513,deposit,15.0,credit_card,5,23
21,2023-06-23 00:30:06.772513,transfer,87.03,credit_card,5,23
21,2022-11-15 00:30:06.772513,payment,118.64,investment_account,5,23
21,2024-12-26 00:30:06.772513,withdrawal,123.53,low_interest_loan,5,23
21,2020-04-19 00:30:06.772513,transfer,116.75,basic_checking_account,5,23
21,2021-11-02 00:30:06.772513,deposit,115.81,platinum_credit_card,5,23
21,2023-04-04 00:30:06.772513,transfer,137.84,retirement_account,5,23
21,2021-02-06 00:30:06.772513,deposit,130.62,savings_account,5,23
21,2024-03-06 00:30:06.773514,transfer,46.18,savings_account,5,23
21,2022-05-15 00:30:06.773514,transfer,42.01,credit_card,5,23
21,2023-10-10 00:30:06.773514,withdrawal,9.4,credit_card,5,23
21,2022-12-10 00:30:06.773514,withdrawal,132.03,platinum_credit_card,5,23
21,2021-03-14 00:30:06.773514,withdrawal,111.98,high_yield_savings_account,5,23
21,2020-06-07 00:30:06.773514,transfer,124.21,retirement_account,5,23
21,2021-05-13 00:30:06.773514,transfer,148.34,retirement_account,5,23
21,2024-03-18 00:30:06.773514,deposit,116.53,high_yield_savings_account,5,23
21,2020-10-07 00:30:06.774514,deposit,82.43,retirement_account,5,23
21,2023-07-28 00:30:06.774514,transfer,178.17,investment_account,5,23
21,2021-07-31 00:30:06.774514,payment,135.18,premium_checking_account,5,23
21,2023-03-28 00:30:06.774514,payment,107.96,credit_card,5,23
21,2021-10-24 00:30:06.774514,transfer,25.86,premium_checking_account,5,23
21,2020-04-05 00:30:06.774514,deposit,32.11,retirement_account,5,23
21,2021-01-20 00:30:06.774514,withdrawal,70.38,premium_checking_account,5,23
21,2021-11-29 00:30:06.775510,transfer,106.18,platinum_credit_card,5,23
21,2020-05-11 00:30:06.775510,payment,198.13,investment_account,5,23
21,2022-05-26 00:30:06.775510,withdrawal,100.18,retirement_account,5,23
21,2022-08-17 00:30:06.776512,transfer,137.51,basic_checking_account,5,23
21,2020-07-17 00:30:06.776512,payment,129.96,platinum_credit_card,5,23
21,2020-05-07 00:30:06.776512,withdrawal,147.63,premium_checking_account,5,23
21,2021-03-25 00:30:06.776512,withdrawal,123.68,basic_checking_account,5,23
21,2024-02-11 00:30:06.776512,transfer,142.33,platinum_credit_card,5,23
21,2023-09-07 00:30:06.776512,withdrawal,124.99,platinum_credit_card,5,23
21,2023-05-19 00:30:06.776512,payment,26.48,premium_checking_account,5,23
21,2022-12-08 00:30:06.777513,deposit,85.17,platinum_credit_card,5,23
21,2021-02-19 00:30:06.777765,withdrawal,79.03,platinum_credit_card,5,23
21,2023-05-02 00:30:06.777765,payment,112.45,low_interest_loan,5,23
21,2022-06-10 00:30:06.777765,withdrawal,110.33,personal_loan,5,23
21,2021-12-10 00:30:06.777765,withdrawal,136.92,personal_loan,5,23
21,2022-06-20 00:30:06.777765,deposit,160.64,investment_account,5,23
21,2022-08-04 00:30:06.777765,transfer,74.83,high_yield_savings_account,5,23
21,2021-09-11 00:30:06.778509,deposit,114.43,low_interest_loan,5,23
21,2021-10-08 00:30:06.778509,transfer,103.74,credit_card,5,23
21,2020-04-29 00:30:06.778509,withdrawal,74.18,personal_loan,5,23
21,2021-08-08 00:30:06.778509,deposit,90.18,basic_checking_account,5,23
21,2022-02-28 00:30:06.778509,withdrawal,66.69,retirement_account,5,23
21,2023-01-19 00:30:06.778509,payment,91.12,premium_checking_account,5,23
21,2021-05-10 00:30:06.778509,payment,14.89,low_interest_loan,5,23
21,2024-11-02 00:30:06.779511,payment,76.86,low_interest_loan,5,23
21,2022-01-30 00:30:06.779511,withdrawal,29.25,high_yield_savings_account,5,23
21,2024-11-11 00:30:06.779511,withdrawal,35.01,platinum_credit_card,5,23
22,2024-02-03 00:30:06.779511,payment,4.1,credit_card,4,14
22,2024-08-12 00:30:06.779511,withdrawal,92.49,retirement_account,4,14
22,2021-03-05 00:30:06.779511,payment,117.49,personal_loan,4,14
22,2021-12-09 00:30:06.779511,deposit,49.8,personal_loan,4,14
22,2023-02-16 00:30:06.780513,transfer,177.29,credit_card,4,14
22,2024-08-20 00:30:06.780513,withdrawal,62.54,investment_account,4,14
22,2022-12-23 00:30:06.780513,deposit,131.5,low_interest_loan,4,14
22,2021-03-30 00:30:06.781511,withdrawal,1.97,personal_loan,4,14
22,2023-04-13 00:30:06.781511,deposit,40.78,premium_checking_account,4,14
22,2022-10-29 00:30:06.781790,payment,75.03,investment_account,4,14
22,2023-12-01 00:30:06.784513,payment,162.34,personal_loan,4,14
22,2023-01-21 00:30:06.785310,transfer,96.9,premium_checking_account,4,14
22,2022-08-23 00:30:06.785515,transfer,64.31,low_interest_loan,4,14
22,2022-09-27 00:30:06.785515,deposit,184.51,basic_checking_account,4,14
22,2021-09-16 00:30:06.785970,withdrawal,195.21,retirement_account,4,14
22,2024-05-26 00:30:06.786514,transfer,181.3,platinum_credit_card,4,14
22,2021-12-22 00:30:06.787514,payment,4.83,platinum_credit_card,4,14
22,2021-10-24 00:30:06.787514,withdrawal,143.19,low_interest_loan,4,14
22,2024-07-15 00:30:06.787514,deposit,54.57,platinum_credit_card,4,14
22,2023-02-13 00:30:06.795516,payment,64.25,platinum_credit_card,4,14
22,2023-06-23 00:30:06.795516,deposit,178.05,investment_account,4,14
22,2025-02-14 00:30:06.796291,withdrawal,201.75,savings_account,4,14
22,2022-08-29 00:30:06.796516,transfer,84.76,credit_card,4,14
22,2024-04-18 00:30:06.796516,deposit,136.95,investment_account,4,14
22,2024-05-09 00:30:06.796516,withdrawal,223.97,platinum_credit_card,4,14
22,2024-01-29 00:30:06.796516,deposit,213.36,retirement_account,4,14
22,2024-05-20 00:30:06.797519,payment,68.13,basic_checking_account,4,14
22,2022-08-24 00:30:06.797519,deposit,122.92,basic_checking_account,4,14
22,2022-03-06 00:30:06.797519,payment,53.17,retirement_account,4,14
22,2022-01-12 00:30:06.797519,transfer,66.61,personal_loan,4,14
22,2021-09-16 00:30:06.798516,deposit,137.11,personal_loan,4,14
22,2022-05-01 00:30:06.798516,withdrawal,149.94,premium_checking_account,4,14
22,2022-08-22 00:30:06.798516,withdrawal,158.58,credit_card,4,14
22,2023-06-25 00:30:06.798516,deposit,81.73,personal_loan,4,14
22,2022-10-25 00:30:06.798516,payment,135.07,high_yield_savings_account,4,14
22,2023-03-09 00:30:06.798516,payment,43.65,credit_card,4,14
22,2023-11-07 00:30:06.799516,payment,102.82,high_yield_savings_account,4,14
22,2023-05-13 00:30:06.799516,withdrawal,74.39,basic_checking_account,4,14
22,2022-03-20 00:30:06.799516,transfer,61.13,basic_checking_account,4,14
22,2021-09-08 00:30:06.799516,withdrawal,134.67,investment_account,4,14
22,2022-07-13 00:30:06.799516,payment,59.27,basic_checking_account,4,14
22,2024-11-05 00:30:06.799516,payment,72.69,retirement_account,4,14
22,2022-09-21 00:30:06.799516,transfer,195.62,basic_checking_account,4,14
22,2024-01-01 00:30:06.799516,withdrawal,143.21,credit_card,4,14
22,2023-12-24 00:30:06.799516,transfer,90.07,platinum_credit_card,4,14
22,2023-10-16 00:30:06.799516,payment,131.65,savings_account,4,14
22,2022-11-21 00:30:06.800515,payment,64.06,low_interest_loan,4,14
22,2022-11-26 00:30:06.800515,deposit,137.25,savings_account,4,14
22,2022-03-01 00:30:06.800515,payment,94.19,basic_checking_account,4,14
22,2022-04-27 00:30:06.802623,transfer,110.74,low_interest_loan,4,14
23,2024-05-03 00:30:06.804516,transfer,9.71,basic_checking_account,6,17
23,2019-05-17 00:30:06.805545,deposit,104.64,high_yield_savings_account,6,17
23,2022-06-19 00:30:06.805545,deposit,59.32,savings_account,6,17
23,2021-10-29 00:30:06.805545,payment,3.22,savings_account,6,17
23,2020-04-13 00:30:06.806515,payment,142.51,retirement_account,6,17
23,2024-07-25 00:30:06.806515,payment,77.28,low_interest_loan,6,17
23,2022-06-28 00:30:06.806515,payment,132.02,investment_account,6,17
23,2024-02-19 00:30:06.807527,payment,90.47,low_interest_loan,6,17
23,2021-04-23 00:30:06.807527,withdrawal,142.45,savings_account,6,17
23,2021-08-26 00:30:06.807527,payment,94.74,platinum_credit_card,6,17
23,2022-02-19 00:30:06.807527,withdrawal,34.32,savings_account,6,17
23,2024-09-21 00:30:06.807527,deposit,142.69,savings_account,6,17
23,2019-09-22 00:30:06.807527,transfer,131.77,retirement_account,6,17
23,2020-06-15 00:30:06.807527,withdrawal,44.13,personal_loan,6,17
23,2023-12-14 00:30:06.808515,payment,59.72,personal_loan,6,17
23,2024-10-14 00:30:06.808515,withdrawal,150.61,investment_account,6,17
23,2020-10-02 00:30:06.808515,withdrawal,107.27,high_yield_savings_account,6,17
23,2021-02-24 00:30:06.808515,payment,130.82,platinum_credit_card,6,17
23,2021-01-19 00:30:06.808515,withdrawal,48.49,retirement_account,6,17
23,2024-06-15 00:30:06.809514,withdrawal,98.09,high_yield_savings_account,6,17
23,2022-06-21 00:30:06.810528,withdrawal,157.6,retirement_account,6,17
23,2019-05-05 00:30:06.810528,deposit,191.11,personal_loan,6,17
23,2019-09-12 00:30:06.811516,transfer,195.47,savings_account,6,17
23,2019-02-26 00:30:06.811516,deposit,140.49,high_yield_savings_account,6,17
23,2022-05-18 00:30:06.811516,payment,123.34,credit_card,6,17
23,2019-11-25 00:30:06.811516,deposit,125.32,credit_card,6,17
23,2024-04-15 00:30:06.811516,deposit,175.82,savings_account,6,17
23,2019-06-14 00:30:06.811516,transfer,130.11,personal_loan,6,17
23,2020-09-08 00:30:06.811516,deposit,12.78,platinum_credit_card,6,17
23,2023-02-19 00:30:06.812516,withdrawal,129.11,investment_account,6,17
23,2023-06-16 00:30:06.812516,transfer,65.11,premium_checking_account,6,17
23,2021-08-29 00:30:06.812516,transfer,137.86,high_yield_savings_account,6,17
23,2020-09-22 00:30:06.812516,deposit,23.97,basic_checking_account,6,17
23,2023-01-21 00:30:06.812516,transfer,88.3,retirement_account,6,17
23,2021-03-03 00:30:06.812516,deposit,87.33,savings_account,6,17
23,2019-08-02 00:30:06.812516,payment,107.33,low_interest_loan,6,17
23,2020-03-09 00:30:06.813518,deposit,40.78,platinum_credit_card,6,17
23,2022-10-25 00:30:06.813518,payment,109.87,platinum_credit_card,6,17
23,2024-09-10 00:30:06.813518,withdrawal,84.91,platinum_credit_card,6,17
23,2024-05-27 00:30:06.813518,deposit,86.71,credit_card,6,17
23,2022-05-11 00:30:06.813518,transfer,92.9,premium_checking_account,6,17
23,2019-06-18 00:30:06.813518,transfer,62.06,credit_card,6,17
23,2022-06-10 00:30:06.813518,payment,138.23,premium_checking_account,6,17
23,2021-04-10 00:30:06.813518,deposit,37.94,investment_account,6,17
23,2023-09-13 00:30:06.813518,withdrawal,93.26,personal_loan,6,17
23,2025-02-01 00:30:06.814517,transfer,64.67,savings_account,6,17
23,2019-10-31 00:30:06.814517,payment,9.26,low_interest_loan,6,17
23,2019-10-26 00:30:06.814517,deposit,157.19,basic_checking_account,6,17
23,2022-03-14 00:30:06.814517,deposit,179.8,platinum_credit_card,6,17
23,2021-12-26 00:30:06.814517,withdrawal,82.16,credit_card,6,17
24,2021-10-25 00:30:06.814517,payment,40.01,premium_checking_account,4,21
24,2021-07-20 00:30:06.814517,transfer,85.39,platinum_credit_card,4,21
24,2024-10-07 00:30:06.815518,payment,144.7,personal_loan,4,21
24,2022-09-28 00:30:06.815518,transfer,75.16,personal_loan,4,21
24,2022-05-25 00:30:06.815518,deposit,36.53,retirement_account,4,21
24,2021-09-15 00:30:06.815518,withdrawal,185.13,premium_checking_account,4,21
24,2021-10-18 00:30:06.815518,deposit,181.32,personal_loan,4,21
24,2023-11-25 00:30:06.815518,withdrawal,74.87,platinum_credit_card,4,21
24,2023-10-15 00:30:06.815518,payment,136.61,retirement_account,4,21
24,2021-12-08 00:30:06.815518,transfer,89.33,low_interest_loan,4,21
24,2023-06-23 00:30:06.816520,deposit,133.65,low_interest_loan,4,21
24,2023-12-01 00:30:06.816520,transfer,11.77,retirement_account,4,21
24,2022-12-02 00:30:06.816520,deposit,46.72,basic_checking_account,4,21
24,2022-12-04 00:30:06.816520,transfer,159.66,credit_card,4,21
24,2024-01-01 00:30:06.816520,withdrawal,88.07,basic_checking_account,4,21
24,2024-09-23 00:30:06.817515,payment,164.33,personal_loan,4,21
24,2023-01-03 00:30:06.818527,deposit,182.47,basic_checking_account,4,21
24,2024-10-30 00:30:06.818527,transfer,153.53,investment_account,4,21
24,2022-11-02 00:30:06.818527,transfer,94.76,personal_loan,4,21
24,2025-01-21 00:30:06.818527,deposit,35.17,premium_checking_account,4,21
24,2021-09-08 00:30:06.818527,payment,174.81,retirement_account,4,21
24,2022-05-10 00:30:06.818527,withdrawal,76.2,retirement_account,4,21
24,2023-06-25 00:30:06.818527,transfer,77.0,retirement_account,4,21
24,2024-11-13 00:30:06.818527,transfer,52.37,credit_card,4,21
24,2024-01-12 00:30:06.818527,withdrawal,124.56,investment_account,4,21
24,2022-12-03 00:30:06.818527,withdrawal,82.1,platinum_credit_card,4,21
24,2022-05-08 00:30:06.819517,transfer,92.09,savings_account,4,21
24,2022-05-14 00:30:06.819517,transfer,98.71,retirement_account,4,21
24,2023-05-06 00:30:06.819517,withdrawal,65.43,retirement_account,4,21
24,2024-12-06 00:30:06.819517,payment,152.26,high_yield_savings_account,4,21
24,2022-05-28 00:30:06.819517,withdrawal,13.31,low_interest_loan,4,21
24,2021-08-13 00:30:06.819517,transfer,117.05,personal_loan,4,21
24,2023-07-26 00:30:06.819517,payment,90.82,basic_checking_account,4,21
24,2022-03-01 00:30:06.819517,deposit,58.26,basic_checking_account,4,21
24,2024-02-10 00:30:06.819517,payment,94.47,credit_card,4,21
24,2022-08-09 00:30:06.819517,transfer,55.17,retirement_account,4,21
24,2022-02-21 00:30:06.819517,deposit,118.16,savings_account,4,21
24,2024-07-07 00:30:06.820513,transfer,125.98,high_yield_savings_account,4,21
24,2023-11-17 00:30:06.820513,withdrawal,66.55,personal_loan,4,21
24,2022-05-15 00:30:06.820513,deposit,52.12,high_yield_savings_account,4,21
24,2024-05-15 00:30:06.820513,withdrawal,47.77,premium_checking_account,4,21
24,2022-07-01 00:30:06.820513,withdrawal,13.16,high_yield_savings_account,4,21
24,2022-04-03 00:30:06.820513,deposit,153.96,platinum_credit_card,4,21
24,2024-07-14 00:30:06.820513,payment,71.05,platinum_credit_card,4,21
24,2023-03-31 00:30:06.820513,payment,63.16,savings_account,4,21
24,2023-07-19 00:30:06.820513,payment,81.66,investment_account,4,21
24,2024-09-25 00:30:06.820513,deposit,52.3,credit_card,4,21
24,2022-08-19 00:30:06.820513,transfer,105.51,credit_card,4,21
24,2024-05-18 00:30:06.820513,withdrawal,97.25,personal_loan,4,21
24,2023-07-21 00:30:06.820513,transfer,76.71,retirement_account,4,21
25,2024-05-08 00:30:06.820513,withdrawal,15.76,premium_checking_account,3,21
25,2024-04-10 00:30:06.821516,payment,3.23,basic_checking_account,3,21
25,2024-09-29 00:30:06.821516,payment,146.4,personal_loan,3,21
25,2024-03-16 00:30:06.821516,payment,127.14,personal_loan,3,21
25,2024-04-20 00:30:06.821516,payment,133.17,premium_checking_account,3,21
25,2023-09-08 00:30:06.821516,withdrawal,63.79,low_interest_loan,3,21
25,2022-11-25 00:30:06.821516,transfer,49.69,retirement_account,3,21
25,2023-12-04 00:30:06.821516,withdrawal,82.8,low_interest_loan,3,21
25,2022-10-29 00:30:06.821516,payment,59.59,credit_card,3,21
25,2024-08-19 00:30:06.821516,payment,135.5,premium_checking_account,3,21
25,2024-02-23 00:30:06.821516,transfer,57.66,retirement_account,3,21
25,2025-02-08 00:30:06.821516,payment,162.48,investment_account,3,21
25,2023-07-13 00:30:06.822515,withdrawal,46.46,high_yield_savings_account,3,21
25,2022-08-12 00:30:06.822637,withdrawal,195.57,investment_account,3,21
25,2023-09-12 00:30:06.822637,payment,41.62,personal_loan,3,21
25,2024-05-16 00:30:06.822637,deposit,116.08,retirement_account,3,21
25,2023-06-09 00:30:06.822637,withdrawal,118.82,platinum_credit_card,3,21
25,2025-01-15 00:30:06.823515,deposit,115.56,high_yield_savings_account,3,21
25,2022-04-11 00:30:06.823515,withdrawal,20.39,high_yield_savings_account,3,21
25,2024-09-25 00:30:06.823515,withdrawal,143.71,platinum_credit_card,3,21
25,2024-08-09 00:30:06.823515,transfer,132.63,low_interest_loan,3,21
25,2023-03-13 00:30:06.823515,payment,43.12,basic_checking_account,3,21
25,2022-05-22 00:30:06.823515,transfer,1.5,basic_checking_account,3,21
25,2023-04-11 00:30:06.823515,withdrawal,135.44,premium_checking_account,3,21
25,2024-11-03 00:30:06.823515,transfer,176.76,basic_checking_account,3,21
25,2022-12-28 00:30:06.824516,payment,67.15,savings_account,3,21
25,2024-08-14 00:30:06.824516,transfer,166.61,platinum_credit_card,3,21
25,2022-11-06 00:30:06.824516,payment,111.33,investment_account,3,21
25,2024-12-10 00:30:06.824516,transfer,43.39,personal_loan,3,21
25,2023-08-04 00:30:06.824516,payment,96.88,platinum_credit_card,3,21
25,2023-09-11 00:30:06.824516,transfer,95.48,retirement_account,3,21
25,2024-10-14 00:30:06.824516,deposit,148.87,premium_checking_account,3,21
25,2022-10-22 00:30:06.824516,withdrawal,182.91,basic_checking_account,3,21
25,2024-10-12 00:30:06.824516,payment,139.31,savings_account,3,21
25,2023-03-14 00:30:06.824516,transfer,109.48,high_yield_savings_account,3,21
25,2024-06-22 00:30:06.825514,withdrawal,50.36,savings_account,3,21
25,2022-06-09 00:30:06.825514,deposit,133.98,investment_account,3,21
25,2024-12-30 00:30:06.825514,transfer,154.84,credit_card,3,21
25,2022-09-27 00:30:06.825514,withdrawal,63.03,low_interest_loan,3,21
25,2022-10-16 00:30:06.826897,payment,63.91,savings_account,3,21
25,2022-04-07 00:30:06.826897,transfer,156.09,high_yield_savings_account,3,21
25,2023-12-08 00:30:06.826897,transfer,216.0,personal_loan,3,21
25,2023-12-13 00:30:06.827518,payment,62.46,retirement_account,3,21
25,2022-03-22 00:30:06.827518,transfer,97.76,platinum_credit_card,3,21
25,2023-06-21 00:30:06.827518,transfer,66.3,high_yield_savings_account,3,21
25,2023-02-09 00:30:06.827518,deposit,23.74,retirement_account,3,21
25,2024-03-29 00:30:06.827518,transfer,65.03,savings_account,3,21
25,2025-01-05 00:30:06.827518,deposit,158.12,low_interest_loan,3,21
25,2023-03-03 00:30:06.827518,deposit,131.34,personal_loan,3,21
25,2024-02-20 00:30:06.828515,withdrawal,109.32,platinum_credit_card,3,21
26,2023-02-04 00:30:06.828515,transfer,153.33,savings_account,9,16
26,2017-03-01 00:30:06.828515,payment,73.93,savings_account,9,16
26,2022-12-15 00:30:06.828515,payment,42.33,low_interest_loan,9,16
26,2022-07-19 00:30:06.828515,withdrawal,15.63,retirement_account,9,16
26,2023-10-02 00:30:06.828515,transfer,59.46,retirement_account,9,16
26,2023-12-26 00:30:06.829514,payment,210.92,personal_loan,9,16
26,2018-12-09 00:30:06.829514,withdrawal,67.52,basic_checking_account,9,16
26,2021-11-15 00:30:06.829514,withdrawal,120.53,retirement_account,9,16
26,2021-02-16 00:30:06.829514,transfer,50.16,high_yield_savings_account,9,16
26,2023-04-19 00:30:06.829514,deposit,103.24,credit_card,9,16
26,2021-10-27 00:30:06.829514,withdrawal,105.43,platinum_credit_card,9,16
26,2023-02-21 00:30:06.829514,payment,79.11,basic_checking_account,9,16
26,2019-05-04 00:30:06.829514,withdrawal,61.53,low_interest_loan,9,16
26,2022-08-15 00:30:06.830514,transfer,86.93,high_yield_savings_account,9,16
26,2019-09-30 00:30:06.830514,payment,106.2,investment_account,9,16
26,2021-11-28 00:30:06.830514,payment,60.41,savings_account,9,16
26,2023-08-11 00:30:06.830514,transfer,198.63,basic_checking_account,9,16
26,2024-04-22 00:30:06.830514,withdrawal,30.7,retirement_account,9,16
26,2016-08-15 00:30:06.830514,deposit,213.57,high_yield_savings_account,9,16
26,2020-11-19 00:30:06.830514,withdrawal,79.78,credit_card,9,16
26,2024-06-10 00:30:06.830514,transfer,41.61,retirement_account,9,16
26,2017-11-22 00:30:06.830514,withdrawal,158.91,platinum_credit_card,9,16
26,2023-07-19 00:30:06.830514,payment,94.93,credit_card,9,16
26,2017-11-14 00:30:06.830514,withdrawal,75.36,credit_card,9,16
26,2020-11-07 00:30:06.831513,deposit,126.43,personal_loan,9,16
26,2022-08-30 00:30:06.831513,withdrawal,164.07,credit_card,9,16
26,2022-10-30 00:30:06.831513,transfer,118.03,credit_card,9,16
26,2024-05-25 00:30:06.831513,withdrawal,26.35,high_yield_savings_account,9,16
26,2021-01-01 00:30:06.831513,deposit,91.13,platinum_credit_card,9,16
26,2021-03-08 00:30:06.831513,withdrawal,32.22,basic_checking_account,9,16
26,2018-07-15 00:30:06.831513,transfer,86.77,premium_checking_account,9,16
26,2016-03-11 00:30:06.832512,deposit,31.85,premium_checking_account,9,16
26,2017-11-16 00:30:06.832512,payment,163.46,platinum_credit_card,9,16
26,2021-03-03 00:30:06.832512,deposit,110.65,personal_loan,9,16
26,2016-03-22 00:30:06.832512,deposit,126.11,personal_loan,9,16
26,2021-03-17 00:30:06.832512,payment,95.1,savings_account,9,16
26,2020-08-10 00:30:06.832512,deposit,35.58,credit_card,9,16
26,2017-07-17 00:30:06.833516,deposit,114.64,retirement_account,9,16
26,2016-08-01 00:30:06.833516,payment,107.86,retirement_account,9,16
26,2022-08-10 00:30:06.833516,transfer,161.61,savings_account,9,16
26,2021-05-29 00:30:06.833516,withdrawal,76.12,platinum_credit_card,9,16
26,2021-04-02 00:30:06.833516,transfer,37.24,platinum_credit_card,9,16
26,2023-07-12 00:30:06.833516,deposit,18.82,personal_loan,9,16
26,2019-03-14 00:30:06.833516,payment,83.07,high_yield_savings_account,9,16
26,2020-06-11 00:30:06.834515,deposit,102.41,savings_account,9,16
26,2019-07-05 00:30:06.834515,payment,78.52,credit_card,9,16
26,2022-05-10 00:30:06.834515,transfer,108.76,credit_card,9,16
26,2021-03-01 00:30:06.834515,deposit,33.16,retirement_account,9,16
26,2020-12-28 00:30:06.834515,payment,75.6,investment_account,9,16
26,2024-04-20 00:30:06.834515,payment,141.05,investment_account,9,16
27,2024-03-23 00:30:06.834515,deposit,155.28,investment_account,1,24
27,2025-02-02 00:30:06.834515,withdrawal,146.09,premium_checking_account,1,24
27,2024-04-11 00:30:06.835513,payment,157.38,investment_account,1,24
27,2024-07-03 00:30:06.835513,payment,63.57,high_yield_savings_account,1,24
27,2024-07-15 00:30:06.835513,deposit,126.45,personal_loan,1,24
27,2024-11-18 00:30:06.835513,deposit,102.85,credit_card,1,24
27,2025-01-26 00:30:06.835513,payment,124.81,premium_checking_account,1,24
27,2024-04-25 00:30:06.835513,withdrawal,73.23,premium_checking_account,1,24
27,2024-11-01 00:30:06.835513,deposit,149.51,personal_loan,1,24
27,2024-04-17 00:30:06.836513,withdrawal,121.24,platinum_credit_card,1,24
27,2025-01-06 00:30:06.836513,payment,215.35,personal_loan,1,24
27,2024-07-21 00:30:06.836513,transfer,91.06,low_interest_loan,1,24
27,2024-05-21 00:30:06.836513,withdrawal,69.77,basic_checking_account,1,24
27,2025-01-23 00:30:06.836513,transfer,141.29,high_yield_savings_account,1,24
27,2024-06-12 00:30:06.836513,withdrawal,107.99,premium_checking_account,1,24
27,2024-10-16 00:30:06.836513,transfer,81.69,low_interest_loan,1,24
27,2024-12-02 00:30:06.836513,withdrawal,125.14,platinum_credit_card,1,24
27,2024-09-23 00:30:06.837512,payment,24.66,savings_account,1,24
27,2024-08-31 00:30:06.837512,withdrawal,13.5,credit_card,1,24
27,2024-12-17 00:30:06.837512,withdrawal,194.16,personal_loan,1,24
27,2024-10-28 00:30:06.837512,payment,145.99,premium_checking_account,1,24
27,2024-03-14 00:30:06.837512,transfer,152.89,basic_checking_account,1,24
27,2024-04-13 00:30:06.837512,transfer,204.79,premium_checking_account,1,24
27,2024-11-24 00:30:06.837512,transfer,179.72,low_interest_loan,1,24
27,2024-09-03 00:30:06.837512,transfer,116.54,platinum_credit_card,1,24
27,2024-03-10 00:30:06.838513,deposit,172.55,credit_card,1,24
27,2024-11-03 00:30:06.838513,deposit,132.85,basic_checking_account,1,24
27,2024-03-14 00:30:06.838513,payment,141.4,credit_card,1,24
27,2024-06-19 00:30:06.838513,deposit,108.16,premium_checking_account,1,24
27,2025-01-26 00:30:06.838513,withdrawal,81.53,premium_checking_account,1,24
27,2024-04-29 00:30:06.838513,withdrawal,89.91,platinum_credit_card,1,24
27,2024-12-07 00:30:06.838513,withdrawal,115.99,premium_checking_account,1,24
27,2024-09-05 00:30:06.838513,transfer,94.34,low_interest_loan,1,24
27,2025-02-01 00:30:06.839513,withdrawal,35.04,basic_checking_account,1,24
27,2024-03-13 00:30:06.839513,deposit,137.52,investment_account,1,24
27,2024-10-17 00:30:06.839513,transfer,34.93,premium_checking_account,1,24
27,2024-03-12 00:30:06.839513,payment,162.65,savings_account,1,24
27,2025-01-26 00:30:06.839513,payment,119.58,platinum_credit_card,1,24
27,2024-03-28 00:30:06.839513,deposit,52.79,low_interest_loan,1,24
27,2025-01-17 00:30:06.839513,deposit,75.71,platinum_credit_card,1,24
27,2025-01-30 00:30:06.840514,withdrawal,128.01,retirement_account,1,24
27,2025-01-21 00:30:06.840514,deposit,59.48,high_yield_savings_account,1,24
27,2024-05-22 00:30:06.840514,payment,20.55,low_interest_loan,1,24
27,2025-02-11 00:30:06.840514,deposit,174.01,investment_account,1,24
27,2024-09-19 00:30:06.840514,payment,56.76,investment_account,1,24
27,2024-04-18 00:30:06.840514,deposit,39.5,personal_loan,1,24
27,2024-06-04 00:30:06.840514,payment,108.89,high_yield_savings_account,1,24
27,2024-11-03 00:30:06.841517,withdrawal,107.09,investment_account,1,24
27,2025-02-12 00:30:06.841517,transfer,86.17,savings_account,1,24
27,2024-04-28 00:30:06.841517,deposit,122.54,high_yield_savings_account,1,24
28,2024-12-09 00:30:06.841517,payment,200.6,personal_loan,8,19
28,2020-08-26 00:30:06.841517,payment,106.81,personal_loan,8,19
28,2021-12-03 00:30:06.842358,deposit,150.22,personal_loan,8,19
28,2023-02-16 00:30:06.842515,deposit,64.97,premium_checking_account,8,19
28,2022-12-25 00:30:06.842515,payment,96.25,retirement_account,8,19
28,2020-09-28 00:30:06.844710,transfer,124.28,retirement_account,8,19
28,2023-07-07 00:30:06.844710,transfer,164.51,savings_account,8,19
28,2020-05-07 00:30:06.844710,transfer,138.21,savings_account,8,19
28,2022-09-10 00:30:06.845518,transfer,124.21,personal_loan,8,19
28,2019-01-12 00:30:06.845518,withdrawal,126.69,basic_checking_account,8,19
28,2021-01-21 00:30:06.845923,withdrawal,90.49,basic_checking_account,8,19
28,2021-12-10 00:30:06.845923,transfer,102.84,platinum_credit_card,8,19
28,2024-07-03 00:30:06.846528,transfer,59.45,high_yield_savings_account,8,19
28,2017-11-26 00:30:06.846528,withdrawal,44.3,basic_checking_account,8,19
28,2019-01-22 00:30:06.846528,deposit,115.63,high_yield_savings_account,8,19
28,2023-09-21 00:30:06.846528,payment,120.36,premium_checking_account,8,19
28,2018-12-11 00:30:06.846528,withdrawal,43.28,basic_checking_account,8,19
28,2017-08-27 00:30:06.846528,payment,161.49,retirement_account,8,19
28,2021-07-23 00:30:06.846528,transfer,58.41,platinum_credit_card,8,19
